age,monthly_salary,profession,education_level,location,home_status,family_wealth,marital_status,marriage_type,government_job,dowry_amount_lakhs
37,57760,Freelancer,Masters,Tier-2,Rented,Lower,Single,Love,0,7.5
35,131281,Software Engineer,Masters,Rural,Own,Middle,Divorced,Arranged,0,12.5
35,67581,Freelancer,Bachelors,Tier-2,Rented,Middle,Divorced,Love,0,2.0
24,161012,Government Officer,Bachelors,Tier-2,Own,Lower,Divorced,Love,1,19.0
31,36792,Government Officer,Diploma,Tier-3,Own,Upper-Middle,Divorced,Arranged,1,12.5
28,65296,Freelancer,PhD,Tier-1,Own,Upper,Divorced,Arranged,0,10.0
32,132493,Freelancer,PhD,Tier-1,Own,Lower,Married,Love,0,6.5
31,70029,Software Engineer,Bachelors,Tier-1,Rented,Upper,Divorced,Arranged,0,8.5
39,88071,CA,Bachelors,Rural,Rented,Upper-Middle,Single,Arranged,0,11.0
39,122920,Government Officer,Masters,Tier-1,Own,Upper-Middle,Single,Love,1,24.0
37,164573,Freelancer,Masters,Tier-2,Own,Upper,Single,Arranged,0,18.0
28,198668,Doctor,PhD,Tier-1,Rented,Middle,Divorced,Love,0,15.0
39,63538,Government Officer,Diploma,Tier-3,Own,Lower,Married,Love,1,7.0
37,52059,Doctor,Bachelors,Tier-3,Own,Lower,Single,Love,0,12.0
36,135496,CA,Masters,Tier-1,Rented,Lower,Single,Love,0,15.5
32,53523,Software Engineer,Bachelors,Rural,Own,Upper,Single,Love,0,10.5
35,60327,Doctor,PhD,Tier-3,Rented,Upper-Middle,Married,Arranged,0,3.5
27,81321,Private Job,Bachelors,Rural,Own,Lower,Divorced,Love,0,5.0
32,193194,Private Job,Bachelors,Tier-1,Rented,Upper-Middle,Married,Love,0,5.5
27,127078,Software Engineer,Masters,Tier-1,Rented,Lower,Single,Love,0,15.0
31,60163,Freelancer,Masters,Tier-1,Own,Upper-Middle,Single,Arranged,0,14.0
22,28529,CA,PhD,Tier-2,Own,Upper,Married,Love,0,3.0
30,56003,Software Engineer,PhD,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,8.5
38,170336,CA,Diploma,Tier-1,Own,Lower,Single,Love,0,18.5
40,104873,Business Owner,Masters,Tier-3,Rented,Upper,Single,Love,0,11.0
22,173248,Freelancer,PhD,Tier-2,Own,Upper,Married,Arranged,0,9.5
23,136587,Freelancer,PhD,Tier-1,Rented,Lower,Married,Love,0,3.5
40,105703,Software Engineer,Diploma,Tier-2,Rented,Upper-Middle,Married,Love,0,1.0
24,147959,Private Job,Diploma,Tier-1,Rented,Upper-Middle,Single,Arranged,0,14.0
40,124716,Business Owner,Diploma,Rural,Own,Middle,Single,Love,0,12.0
25,146624,CA,Bachelors,Tier-2,Rented,Upper,Married,Love,0,4.0
36,161142,CA,Bachelors,Tier-1,Own,Upper,Married,Arranged,0,11.0
24,72838,Business Owner,Bachelors,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,8.5
40,185923,CA,Diploma,Tier-1,Rented,Lower,Married,Love,0,6.0
34,90394,CA,Bachelors,Tier-1,Rented,Lower,Divorced,Love,0,7.5
24,82473,Private Job,Masters,Tier-3,Own,Lower,Divorced,Arranged,0,9.0
38,65848,Private Job,Masters,Tier-3,Own,Upper,Single,Love,0,11.0
37,53586,CA,Masters,Tier-2,Rented,Upper,Divorced,Love,0,5.5
26,67443,Business Owner,Diploma,Tier-1,Rented,Lower,Single,Love,0,9.0
32,160386,Software Engineer,Bachelors,Tier-2,Rented,Middle,Divorced,Arranged,0,12.0
29,160376,Freelancer,Masters,Tier-2,Rented,Upper,Single,Arranged,0,15.0
36,64371,Freelancer,Bachelors,Tier-1,Own,Upper,Married,Arranged,0,3.0
25,82141,Doctor,Diploma,Tier-1,Rented,Upper,Divorced,Love,0,6.5
27,154810,Government Officer,Bachelors,Tier-3,Rented,Upper,Divorced,Arranged,1,16.5
32,60839,Business Owner,Masters,Tier-1,Rented,Upper-Middle,Divorced,Love,0,6.0
39,191889,Business Owner,Bachelors,Tier-1,Own,Middle,Married,Love,0,9.5
22,102771,Doctor,PhD,Tier-3,Own,Middle,Divorced,Arranged,0,13.5
32,170593,Business Owner,PhD,Tier-3,Own,Upper,Married,Love,0,8.5
35,60576,Doctor,Diploma,Tier-1,Own,Upper-Middle,Married,Arranged,0,5.5
36,35715,Business Owner,Diploma,Tier-2,Rented,Lower,Single,Arranged,0,8.5
22,85670,Private Job,Diploma,Tier-2,Rented,Middle,Divorced,Arranged,0,5.0
38,104963,Freelancer,Masters,Rural,Rented,Lower,Married,Love,0,-2.0
26,48739,Business Owner,Diploma,Tier-3,Rented,Middle,Married,Love,0,-4.0
28,93877,Freelancer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,5.5
28,43962,Freelancer,PhD,Tier-2,Own,Upper,Married,Love,0,1.0
34,158723,Freelancer,Bachelors,Tier-2,Own,Upper,Divorced,Arranged,0,11.5
29,164721,Business Owner,Bachelors,Tier-2,Rented,Lower,Single,Love,0,14.0
22,97044,Freelancer,Diploma,Tier-1,Rented,Middle,Married,Love,0,-1.5
38,65528,Private Job,Diploma,Tier-2,Own,Middle,Divorced,Arranged,0,7.0
35,134147,Business Owner,Diploma,Rural,Rented,Upper-Middle,Married,Love,0,-0.5
23,53795,Private Job,Bachelors,Tier-3,Rented,Upper,Divorced,Love,0,1.5
37,50223,Freelancer,PhD,Tier-1,Own,Middle,Divorced,Love,0,7.5
25,132499,Software Engineer,PhD,Tier-2,Own,Lower,Divorced,Arranged,0,15.5
28,58565,Private Job,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,0,1.5
30,39199,Freelancer,Masters,Tier-2,Own,Middle,Divorced,Arranged,0,6.5
28,49256,CA,Diploma,Rural,Own,Upper-Middle,Single,Love,0,9.0
27,114845,CA,Diploma,Tier-2,Own,Middle,Divorced,Arranged,0,11.5
38,151827,CA,Diploma,Tier-1,Own,Lower,Married,Arranged,0,9.5
35,71226,Doctor,Masters,Tier-3,Rented,Middle,Married,Arranged,0,3.0
32,184550,Business Owner,Masters,Tier-1,Own,Lower,Single,Arranged,0,22.0
33,51163,Private Job,PhD,Tier-2,Rented,Upper-Middle,Single,Love,0,9.5
33,158698,CA,Diploma,Tier-3,Own,Upper,Married,Arranged,0,7.5
23,193361,Doctor,Masters,Tier-1,Rented,Upper-Middle,Single,Arranged,0,21.0
28,146830,Private Job,Masters,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,12.0
27,157973,Doctor,Masters,Tier-3,Own,Lower,Married,Arranged,0,10.0
38,81121,Business Owner,Bachelors,Tier-1,Own,Upper-Middle,Divorced,Love,0,9.0
25,66024,Doctor,Diploma,Tier-3,Rented,Upper-Middle,Single,Love,0,8.5
27,86602,Business Owner,PhD,Tier-3,Rented,Upper,Single,Love,0,11.0
23,181288,Freelancer,Bachelors,Tier-3,Rented,Lower,Divorced,Arranged,0,9.0
34,26554,Private Job,Bachelors,Tier-3,Rented,Upper-Middle,Single,Love,0,5.0
24,64894,CA,Diploma,Tier-2,Rented,Lower,Married,Arranged,0,1.0
32,83602,Government Officer,Diploma,Tier-3,Own,Upper,Single,Arranged,1,20.0
38,182820,Freelancer,Bachelors,Tier-2,Rented,Lower,Single,Arranged,0,15.0
28,184549,Business Owner,PhD,Tier-3,Rented,Upper-Middle,Married,Love,0,6.0
26,106789,Private Job,Diploma,Tier-2,Own,Middle,Single,Arranged,0,14.0
34,24803,Software Engineer,Diploma,Rural,Rented,Lower,Single,Arranged,0,7.0
29,79246,Doctor,PhD,Rural,Own,Lower,Single,Love,0,14.0
24,191554,CA,PhD,Tier-2,Own,Middle,Single,Arranged,0,23.5
35,118988,Private Job,Diploma,Tier-1,Rented,Upper,Divorced,Arranged,0,7.5
35,124108,Business Owner,PhD,Tier-3,Rented,Upper,Married,Arranged,0,5.0
37,114930,Business Owner,Bachelors,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,11.5
35,20124,Freelancer,Masters,Tier-2,Own,Upper,Single,Arranged,0,11.0
35,80607,Freelancer,PhD,Tier-1,Own,Middle,Single,Arranged,0,16.0
35,141801,Business Owner,Diploma,Rural,Own,Upper-Middle,Single,Love,0,13.0
40,24290,Software Engineer,Diploma,Tier-2,Own,Upper,Divorced,Arranged,0,7.0
28,63186,CA,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Love,0,5.0
33,198910,Government Officer,Diploma,Tier-2,Rented,Upper,Single,Love,1,21.5
24,124551,Private Job,PhD,Tier-3,Rented,Upper-Middle,Single,Love,0,12.0
25,164287,Private Job,Masters,Tier-2,Own,Middle,Married,Love,0,7.0
36,122180,Freelancer,Diploma,Tier-2,Rented,Lower,Divorced,Arranged,0,6.0
22,104409,Government Officer,Masters,Tier-2,Own,Upper,Divorced,Arranged,1,19.0
27,198462,Freelancer,Bachelors,Rural,Rented,Upper,Single,Love,0,11.5
22,105915,Doctor,PhD,Tier-2,Own,Middle,Single,Love,0,17.5
24,181577,CA,Bachelors,Tier-2,Own,Lower,Single,Arranged,0,21.0
40,31652,Private Job,Bachelors,Tier-2,Rented,Lower,Single,Love,0,6.5
28,23403,CA,Masters,Tier-2,Rented,Lower,Divorced,Love,0,4.0
33,79369,Business Owner,Masters,Tier-3,Own,Upper,Divorced,Arranged,0,9.5
30,110829,Software Engineer,PhD,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,14.5
39,197093,Doctor,Bachelors,Tier-3,Own,Lower,Married,Love,0,9.0
29,38265,Government Officer,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Love,1,9.5
33,23329,Private Job,Masters,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,7.0
28,57060,Business Owner,Diploma,Tier-1,Rented,Lower,Divorced,Arranged,0,5.5
30,37838,Freelancer,PhD,Tier-3,Own,Upper-Middle,Single,Love,0,9.5
33,159087,Private Job,Diploma,Tier-1,Rented,Upper,Married,Love,0,2.5
22,45068,Software Engineer,Masters,Tier-3,Own,Upper,Single,Love,0,12.0
24,127926,Freelancer,Bachelors,Tier-2,Rented,Lower,Married,Arranged,0,2.0
24,134787,Business Owner,Diploma,Tier-2,Rented,Upper,Single,Arranged,0,13.5
36,23983,CA,Diploma,Tier-1,Rented,Upper-Middle,Divorced,Love,0,3.0
39,71792,Private Job,Diploma,Tier-3,Rented,Middle,Single,Love,0,6.5
28,135221,Government Officer,Bachelors,Tier-2,Own,Middle,Divorced,Arranged,1,19.5
32,177139,Software Engineer,Bachelors,Tier-1,Own,Upper,Divorced,Arranged,0,16.5
33,153944,Business Owner,Diploma,Tier-1,Rented,Middle,Divorced,Arranged,0,10.5
27,100966,Private Job,Bachelors,Rural,Rented,Middle,Divorced,Love,0,3.0
25,117892,Business Owner,Diploma,Tier-3,Rented,Upper,Divorced,Love,0,4.5
34,142121,Doctor,Bachelors,Tier-2,Own,Upper,Married,Love,0,7.5
40,136522,Business Owner,Bachelors,Tier-3,Rented,Lower,Single,Love,0,11.5
40,66630,Business Owner,Masters,Tier-1,Own,Middle,Single,Arranged,0,16.0
22,64969,CA,Diploma,Tier-1,Own,Upper,Married,Love,0,3.0
39,141130,Doctor,Bachelors,Tier-2,Rented,Upper,Married,Love,0,4.5
31,119534,Government Officer,Bachelors,Rural,Rented,Upper-Middle,Divorced,Arranged,1,13.5
34,69018,Software Engineer,PhD,Tier-2,Own,Upper-Middle,Married,Arranged,0,7.0
28,172453,Government Officer,Bachelors,Tier-1,Rented,Upper-Middle,Married,Arranged,1,14.5
37,188513,Doctor,Masters,Tier-2,Rented,Middle,Divorced,Arranged,0,14.5
30,124497,Software Engineer,PhD,Tier-2,Rented,Middle,Divorced,Love,0,10.0
25,57111,Business Owner,PhD,Tier-1,Rented,Middle,Divorced,Arranged,0,8.5
32,96588,Doctor,Masters,Tier-3,Own,Upper-Middle,Divorced,Love,0,10.0
26,111035,Software Engineer,PhD,Rural,Own,Lower,Married,Arranged,0,7.5
39,162651,Freelancer,Diploma,Rural,Rented,Middle,Divorced,Love,0,4.0
23,103406,Software Engineer,Diploma,Tier-1,Own,Lower,Married,Arranged,0,7.0
31,42997,Private Job,Bachelors,Tier-1,Rented,Middle,Married,Arranged,0,0.0
22,126296,Software Engineer,Masters,Tier-3,Rented,Upper,Single,Arranged,0,15.0
34,163880,CA,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,9.0
35,124067,Private Job,Masters,Tier-2,Rented,Lower,Single,Love,0,12.0
23,116303,CA,Diploma,Tier-3,Own,Middle,Single,Arranged,0,15.5
34,197839,Freelancer,Bachelors,Rural,Rented,Middle,Single,Love,0,11.5
25,197032,CA,Diploma,Tier-2,Rented,Middle,Married,Love,0,5.5
39,56456,Software Engineer,PhD,Rural,Own,Lower,Divorced,Arranged,0,9.5
25,134504,CA,Bachelors,Rural,Rented,Upper-Middle,Married,Love,0,1.5
30,69977,Freelancer,PhD,Tier-3,Rented,Lower,Married,Love,0,-2.0
22,129925,Private Job,Bachelors,Rural,Own,Upper-Middle,Divorced,Love,0,7.0
38,127376,Software Engineer,Masters,Tier-3,Rented,Upper,Single,Love,0,13.0
22,199250,Freelancer,Diploma,Tier-1,Own,Upper,Divorced,Arranged,0,13.5
31,24898,Business Owner,PhD,Tier-2,Own,Lower,Single,Arranged,0,14.0
40,99346,CA,Bachelors,Tier-1,Own,Lower,Single,Arranged,0,17.5
33,123627,Software Engineer,Bachelors,Rural,Rented,Middle,Single,Arranged,0,13.0
38,107504,Government Officer,Diploma,Tier-1,Own,Lower,Married,Love,1,11.0
34,190822,Freelancer,Diploma,Tier-1,Rented,Middle,Married,Arranged,0,5.5
26,41926,Software Engineer,Masters,Tier-1,Rented,Upper,Single,Love,0,11.0
27,73731,Doctor,Diploma,Rural,Own,Lower,Married,Arranged,0,3.0
34,41478,CA,Diploma,Tier-3,Rented,Upper,Divorced,Love,0,2.0
33,54045,Government Officer,Masters,Rural,Own,Middle,Divorced,Love,1,12.5
39,95374,Government Officer,Bachelors,Tier-3,Own,Upper,Divorced,Love,1,14.5
27,60854,Freelancer,Masters,Rural,Own,Lower,Divorced,Love,0,4.0
36,185259,Private Job,Masters,Tier-1,Own,Upper,Married,Love,0,9.0
30,77533,Business Owner,Bachelors,Rural,Own,Lower,Married,Love,0,0.5
33,189372,Business Owner,Diploma,Rural,Own,Lower,Divorced,Arranged,0,12.0
30,70475,Freelancer,PhD,Tier-1,Own,Upper,Divorced,Love,0,8.5
35,188760,Software Engineer,Bachelors,Tier-2,Own,Lower,Married,Love,0,9.0
29,118040,Software Engineer,Masters,Tier-2,Rented,Lower,Divorced,Love,0,8.5
34,196786,CA,Masters,Tier-3,Own,Upper,Divorced,Arranged,0,16.5
25,146391,Software Engineer,PhD,Rural,Rented,Lower,Single,Love,0,14.0
22,137642,Software Engineer,PhD,Tier-3,Own,Middle,Single,Arranged,0,19.5
24,25794,Doctor,Masters,Tier-3,Rented,Middle,Single,Arranged,0,10.5
34,166742,Freelancer,PhD,Rural,Own,Lower,Married,Arranged,0,7.0
22,73726,Doctor,Diploma,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,9.0
26,45202,Software Engineer,Masters,Rural,Own,Upper,Single,Arranged,0,13.0
31,179646,Doctor,Diploma,Tier-1,Own,Upper-Middle,Single,Arranged,0,21.0
26,75513,Private Job,Masters,Tier-2,Own,Upper-Middle,Single,Arranged,0,14.5
36,123868,Software Engineer,Diploma,Rural,Own,Upper,Married,Love,0,3.0
22,72253,Business Owner,Masters,Tier-3,Own,Upper,Married,Love,0,2.5
27,184373,CA,Diploma,Tier-1,Rented,Upper,Married,Arranged,0,8.0
24,179510,Doctor,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,0,8.0
25,53047,Doctor,Bachelors,Tier-3,Own,Middle,Divorced,Arranged,0,9.0
30,40677,Doctor,Bachelors,Tier-1,Own,Lower,Single,Love,0,13.5
35,100600,Software Engineer,PhD,Tier-1,Rented,Upper-Middle,Married,Love,0,5.0
26,146866,CA,Bachelors,Tier-3,Rented,Upper-Middle,Single,Arranged,0,15.0
25,172362,Private Job,Diploma,Tier-2,Own,Upper-Middle,Divorced,Love,0,10.5
33,91243,Business Owner,Bachelors,Rural,Own,Upper,Married,Arranged,0,3.5
32,169295,Freelancer,Bachelors,Tier-2,Own,Upper-Middle,Married,Arranged,0,7.0
27,126477,Software Engineer,Diploma,Tier-1,Rented,Upper,Married,Arranged,0,5.0
32,179402,Freelancer,Bachelors,Tier-1,Own,Upper,Single,Arranged,0,18.5
32,109258,Government Officer,PhD,Tier-1,Rented,Upper-Middle,Single,Arranged,1,23.0
26,178954,Software Engineer,PhD,Tier-1,Rented,Middle,Married,Love,0,8.5
22,149017,CA,Bachelors,Rural,Rented,Lower,Single,Arranged,0,14.0
25,192807,Freelancer,Bachelors,Tier-3,Rented,Upper-Middle,Single,Love,0,12.5
29,93363,Doctor,PhD,Tier-1,Own,Middle,Married,Arranged,0,10.0
26,181447,Doctor,Diploma,Rural,Own,Upper,Divorced,Arranged,0,13.5
25,138969,Doctor,Masters,Tier-1,Own,Upper-Middle,Divorced,Love,0,14.0
31,178048,Doctor,Diploma,Tier-2,Rented,Upper,Divorced,Arranged,0,12.0
40,164582,Private Job,Masters,Tier-3,Rented,Upper-Middle,Divorced,Love,0,8.0
30,183766,Private Job,Masters,Rural,Rented,Middle,Married,Arranged,0,5.0
34,119017,Software Engineer,Diploma,Tier-1,Own,Upper,Divorced,Arranged,0,12.5
37,63656,Doctor,Bachelors,Tier-2,Rented,Middle,Single,Love,0,10.5
30,65418,Government Officer,Masters,Tier-2,Rented,Lower,Married,Arranged,1,9.0
30,154403,Business Owner,Bachelors,Tier-3,Own,Middle,Single,Love,0,15.5
25,102317,Private Job,Diploma,Rural,Own,Lower,Divorced,Love,0,5.0
25,41408,Government Officer,PhD,Tier-2,Own,Lower,Single,Love,1,20.0
35,174981,Freelancer,PhD,Tier-3,Own,Middle,Divorced,Arranged,0,13.5
35,28740,Government Officer,Diploma,Tier-3,Own,Middle,Married,Arranged,1,7.0
26,108246,Government Officer,Diploma,Tier-3,Rented,Upper,Married,Love,1,6.0
32,44431,Software Engineer,Bachelors,Tier-3,Own,Middle,Married,Love,0,1.0
37,104069,Freelancer,Masters,Tier-2,Rented,Middle,Married,Arranged,0,2.0
26,97822,Software Engineer,PhD,Tier-2,Own,Upper-Middle,Married,Love,0,6.5
40,96395,Government Officer,PhD,Rural,Rented,Upper-Middle,Divorced,Love,1,12.5
27,68012,Doctor,Bachelors,Tier-3,Rented,Middle,Married,Love,0,-0.5
31,59626,Software Engineer,PhD,Tier-2,Rented,Lower,Single,Arranged,0,13.5
31,158546,Freelancer,Bachelors,Rural,Own,Upper,Divorced,Love,0,7.5
37,44389,Business Owner,Masters,Tier-1,Own,Upper-Middle,Single,Love,0,13.0
30,94306,Business Owner,Bachelors,Tier-3,Own,Upper-Middle,Married,Love,0,2.5
28,73312,Government Officer,Bachelors,Tier-2,Rented,Upper,Single,Love,1,16.5
37,117253,Government Officer,PhD,Tier-2,Rented,Middle,Married,Arranged,1,12.5
36,151030,CA,Masters,Tier-3,Rented,Middle,Divorced,Love,0,9.5
28,30534,Software Engineer,PhD,Tier-3,Own,Upper-Middle,Married,Arranged,0,4.5
29,73974,Doctor,Bachelors,Tier-3,Own,Lower,Divorced,Love,0,8.0
24,85549,Private Job,Bachelors,Tier-1,Rented,Upper,Divorced,Arranged,0,7.0
36,67284,Software Engineer,Masters,Rural,Rented,Upper-Middle,Single,Arranged,0,11.0
37,119150,Freelancer,Bachelors,Tier-3,Own,Lower,Divorced,Love,0,6.5
32,173121,Doctor,PhD,Tier-1,Rented,Upper,Married,Arranged,0,11.0
23,146016,Software Engineer,Diploma,Tier-2,Own,Middle,Divorced,Love,0,11.0
35,178926,Private Job,Diploma,Tier-2,Own,Lower,Married,Arranged,0,7.5
32,69043,Government Officer,Diploma,Tier-2,Rented,Upper-Middle,Married,Arranged,1,7.0
28,41727,CA,Diploma,Tier-2,Own,Upper,Married,Love,0,1.0
31,46853,CA,Bachelors,Rural,Rented,Upper,Divorced,Arranged,0,4.0
25,155778,Private Job,PhD,Tier-2,Rented,Middle,Single,Love,0,14.5
22,53475,Freelancer,Diploma,Tier-3,Rented,Upper,Single,Arranged,0,6.5
31,152807,Private Job,PhD,Tier-1,Own,Upper,Single,Arranged,0,20.5
22,34230,CA,Masters,Tier-1,Rented,Upper,Married,Love,0,0.5
28,183413,Freelancer,Masters,Tier-1,Rented,Upper-Middle,Married,Love,0,5.0
33,135445,Freelancer,Masters,Tier-3,Own,Upper,Single,Love,0,13.5
36,110452,Software Engineer,Bachelors,Tier-2,Own,Upper-Middle,Single,Love,0,15.5
30,87984,Software Engineer,Diploma,Tier-1,Own,Lower,Single,Love,0,14.0
39,36043,Government Officer,PhD,Tier-3,Rented,Middle,Divorced,Love,1,10.5
39,24602,CA,Bachelors,Tier-3,Own,Upper,Married,Arranged,0,2.0
33,39045,Government Officer,Diploma,Tier-3,Rented,Upper-Middle,Divorced,Arranged,1,9.5
30,74024,Business Owner,Bachelors,Tier-1,Own,Upper,Divorced,Love,0,8.5
24,186570,Private Job,Masters,Tier-3,Rented,Middle,Divorced,Love,0,9.0
34,75381,Business Owner,PhD,Tier-2,Own,Lower,Divorced,Arranged,0,11.5
27,94395,Freelancer,PhD,Rural,Own,Upper,Divorced,Arranged,0,8.5
38,123979,CA,Bachelors,Tier-3,Own,Upper,Married,Love,0,5.0
26,147397,Software Engineer,Diploma,Tier-1,Own,Upper,Married,Arranged,0,9.0
34,94713,Business Owner,PhD,Rural,Rented,Upper-Middle,Divorced,Arranged,0,7.5
40,194456,Software Engineer,Bachelors,Tier-2,Own,Upper-Middle,Single,Arranged,0,21.5
39,64814,Business Owner,Bachelors,Tier-1,Rented,Lower,Divorced,Arranged,0,7.0
35,104559,CA,PhD,Rural,Own,Middle,Divorced,Love,0,10.0
36,123972,Software Engineer,Masters,Tier-1,Own,Lower,Single,Arranged,0,20.0
38,190299,Freelancer,Masters,Tier-2,Own,Middle,Married,Love,0,7.5
32,131225,Business Owner,Bachelors,Tier-2,Own,Upper-Middle,Divorced,Love,0,10.5
24,126675,Doctor,Masters,Tier-1,Rented,Middle,Married,Arranged,0,7.5
32,189989,Freelancer,Diploma,Tier-3,Rented,Lower,Divorced,Love,0,6.0
22,39888,Government Officer,Bachelors,Rural,Rented,Upper-Middle,Married,Love,1,2.5
26,84664,Software Engineer,Masters,Rural,Own,Upper-Middle,Married,Arranged,0,5.0
38,114572,Government Officer,Masters,Tier-2,Rented,Upper,Single,Arranged,1,21.5
23,188606,Business Owner,Masters,Rural,Rented,Upper-Middle,Married,Love,0,4.0
32,193172,Government Officer,Masters,Tier-1,Rented,Upper,Divorced,Love,1,19.5
28,64921,Software Engineer,PhD,Tier-2,Own,Upper,Married,Love,0,5.0
26,39849,Government Officer,Masters,Tier-1,Own,Upper-Middle,Single,Arranged,1,21.5
22,27753,Government Officer,PhD,Tier-1,Own,Upper,Married,Love,1,10.0
24,125396,CA,PhD,Tier-2,Rented,Lower,Divorced,Love,0,10.0
23,94531,Software Engineer,PhD,Tier-3,Rented,Lower,Married,Love,0,2.5
27,111843,Private Job,PhD,Tier-3,Rented,Middle,Divorced,Arranged,0,8.5
30,53002,Private Job,Masters,Rural,Own,Upper,Single,Love,0,9.5
26,62281,Freelancer,Masters,Rural,Rented,Upper-Middle,Divorced,Love,0,1.0
29,139385,Doctor,PhD,Tier-3,Own,Lower,Single,Arranged,0,20.0
25,47749,Freelancer,Masters,Tier-2,Own,Upper-Middle,Married,Love,0,0.0
36,173376,Private Job,PhD,Tier-3,Rented,Upper,Married,Love,0,4.5
40,184236,CA,PhD,Tier-3,Own,Middle,Single,Love,0,20.0
39,165459,Freelancer,Diploma,Tier-3,Rented,Middle,Divorced,Arranged,0,7.0
31,151490,CA,PhD,Rural,Rented,Lower,Married,Love,0,4.5
31,136844,Freelancer,Diploma,Rural,Own,Upper,Single,Love,0,10.5
28,36503,Private Job,Diploma,Tier-1,Own,Lower,Married,Arranged,0,1.5
26,186174,Business Owner,PhD,Tier-3,Rented,Lower,Single,Love,0,16.0
40,171890,Freelancer,Diploma,Tier-2,Rented,Upper,Married,Love,0,1.5
28,90419,Government Officer,PhD,Tier-1,Own,Upper-Middle,Single,Arranged,1,25.5
23,168980,Private Job,Bachelors,Tier-3,Own,Lower,Single,Love,0,15.0
31,171857,Business Owner,Masters,Tier-2,Own,Upper,Married,Love,0,8.5
27,138356,Private Job,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Love,0,5.5
37,120027,Software Engineer,Diploma,Tier-2,Own,Lower,Married,Love,0,5.0
39,69021,Software Engineer,Masters,Tier-3,Rented,Upper,Divorced,Arranged,0,7.0
32,50026,Doctor,Masters,Tier-3,Rented,Lower,Married,Arranged,0,2.0
25,101507,Doctor,Diploma,Tier-1,Rented,Lower,Married,Arranged,0,4.5
23,132283,Private Job,Masters,Rural,Own,Lower,Divorced,Arranged,0,10.5
24,189983,Freelancer,Diploma,Rural,Own,Middle,Single,Arranged,0,15.0
28,174314,Doctor,Bachelors,Rural,Rented,Upper,Single,Arranged,0,16.0
24,43947,Government Officer,Diploma,Tier-2,Own,Middle,Single,Love,1,17.0
39,180593,Government Officer,PhD,Tier-3,Own,Upper,Divorced,Love,1,21.0
26,191991,Freelancer,Diploma,Tier-1,Own,Middle,Married,Arranged,0,8.5
38,130784,CA,Masters,Tier-2,Rented,Middle,Single,Love,0,14.5
23,151477,Government Officer,PhD,Tier-2,Own,Upper,Single,Arranged,1,27.5
35,192736,Private Job,Diploma,Rural,Rented,Lower,Single,Love,0,11.5
40,24669,Freelancer,PhD,Tier-3,Own,Upper-Middle,Divorced,Love,0,4.0
35,108157,Private Job,Diploma,Tier-3,Rented,Lower,Divorced,Love,0,3.0
22,163998,Doctor,Diploma,Tier-1,Own,Upper,Married,Love,0,8.5
35,121477,Freelancer,Masters,Tier-1,Own,Lower,Divorced,Love,0,10.0
25,146137,Business Owner,Diploma,Rural,Own,Upper,Married,Arranged,0,5.0
33,27104,Freelancer,Masters,Rural,Rented,Upper,Married,Arranged,0,-4.0
40,74217,Private Job,Bachelors,Tier-3,Own,Middle,Single,Love,0,10.5
32,53056,Business Owner,Masters,Tier-1,Rented,Lower,Single,Love,0,10.5
24,149394,Private Job,Masters,Rural,Rented,Middle,Married,Love,0,1.0
32,58321,Software Engineer,PhD,Tier-2,Rented,Lower,Married,Love,0,1.5
24,125240,Private Job,PhD,Tier-2,Rented,Lower,Divorced,Arranged,0,10.0
40,53362,Business Owner,Diploma,Tier-3,Rented,Middle,Divorced,Arranged,0,3.5
31,187927,Private Job,Masters,Rural,Rented,Lower,Single,Arranged,0,15.0
23,187427,Private Job,Masters,Tier-2,Own,Upper-Middle,Single,Love,0,18.0
22,161186,Private Job,PhD,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,12.0
26,199423,Software Engineer,Bachelors,Tier-2,Own,Middle,Divorced,Love,0,14.5
22,92535,Doctor,Bachelors,Tier-2,Rented,Lower,Married,Love,0,2.0
32,189438,CA,Bachelors,Tier-1,Own,Upper-Middle,Single,Love,0,20.0
31,177056,Software Engineer,PhD,Tier-3,Rented,Upper,Single,Arranged,0,18.5
34,150614,Private Job,PhD,Tier-3,Own,Middle,Divorced,Arranged,0,13.5
22,47907,Business Owner,PhD,Rural,Own,Upper,Divorced,Love,0,6.0
33,164948,Freelancer,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,9.0
37,75205,Software Engineer,Diploma,Tier-1,Own,Upper-Middle,Married,Love,0,3.5
31,179387,Software Engineer,Masters,Tier-2,Rented,Lower,Single,Arranged,0,18.5
